,Woollings et al. 2010,Barnes & Polvani 2013,Barnes & Simpson 2017,Grise & Polvani 2017,Zappa et al. 2018,Kerr et al. 2020,Woollings et al. 2010,Barnes & Polvani 2013,Barnes & Simpson 2017,Grise & Polvani 2017,Zappa et al. 2018,Kerr et al. 2020
ACCESS-CM2_r1i1p1f1,0.10857416443766671,0.11664608775523949,0.025761012112262695,0.08871040611777732,0.060984346000981404,0.03893986277499355,0.0340313101289936,0.03649456105210755,-0.029917918089649893,0.011599415571944174,-0.03574013466596892,-0.038594489924850095
CanESM5_r2i1p1f1,0.09100440124267341,0.08684173047111468,0.03576079072654623,0.11791894071493927,0.10574194710273466,0.07355830307549456,0.09700315513864435,0.08331402752425913,0.21921584640798605,0.09777528617176315,0.0788478283665954,0.07025709089352153
IPSL-CM6A-LR_r1i1p1f1,0.0690217841546124,0.07195484513736236,0.08412884500919145,0.06959985291179735,0.05154899341031806,0.04748992848414677,0.007962129077023209,0.013515464778450092,0.040527764154110114,-0.03787315008908561,-0.01622352403674409,-0.012366772352899406
ACCESS-ESM1-5_r33i1p1f1,0.07714100145191607,0.07348523941390564,0.08936858124711232,0.07228378250750835,0.0977745168243773,0.0719206937898991,,,,,,
HadGEM3-GC31-LL_r4i1p1f3,0.08756357877333663,0.08636689312876812,0.061874575988422845,0.06914419305954017,0.07327758641923275,0.05238406352151319,-0.03001313261855618,-0.047848185885628475,-0.09409040763855285,-0.06323175621184285,-0.03182497171213156,-0.024208248841079267
ACCESS-ESM1-5_r19i1p1f1,0.0776750159870991,0.05767206249089098,0.09732439627234746,0.06369601088030663,0.03629193418762772,0.04001091516367155,,,,,,
CanESM5_r7i1p2f1,0.07739952499162267,0.07886771098564352,0.04062587891717118,0.07348327384648921,0.06162156429646149,0.0635215213639923,0.06753523113579164,0.06667841759253998,0.11711995952340078,0.04294009408982804,0.004428250009411517,0.0015903659503584027
MRI-ESM2-0_r4i1p1f1,0.06615207041387364,0.07118986864553327,0.029270568870899183,0.10364406199435953,0.05774869981645246,0.05460164448395282,,,,,,
ACCESS-ESM1-5_r30i1p1f1,0.09960874601034773,0.08762101873609568,-0.00410123014785264,0.07651839550359207,0.039554016613911065,0.05001194757846665,,,,,,
MRI-ESM2-0_r5i1p1f1,0.0772123085308945,0.06598290315536387,0.06417777513090905,0.03652452040906818,0.0471342995424542,0.039946556653629665,,,,,,
ACCESS-ESM1-5_r29i1p1f1,0.05552367410184557,0.04345944102677022,0.12869615892759612,0.030068233885350487,0.03672520729319988,0.03552539402255367,,,,,,
MRI-ESM2-0_r2i1p1f1,0.09026960525435686,0.09374224210823995,-0.017131756830768945,0.07765852268716184,0.03740787772483439,0.04428212848629075,,,,,,
IPSL-CM6A-LR_r4i1p1f1,0.05544067787576033,0.05533414220550393,0.06322626597358393,0.04424978891513537,0.032830420645135736,0.06828781373101932,,,,,,
IPSL-CM6A-LR_r7i1p1f1,0.03850000049174171,0.04164279202474477,0.08529489658975672,0.054466296244951626,0.04802435528302277,0.035983497331588996,,,,,,
GFDL-CM4_r1i1p1f1,0.03406820611088251,0.038589884022259026,0.05728474246231044,0.06780078519223652,0.053695689275802407,0.06362724278331984,-0.13689806805541593,-0.1450895191295323,-0.011027722660970365,-0.06879603077174935,-0.03924802360615611,-0.04897092250255766
ACCESS-ESM1-5_r20i1p1f1,0.06708056320629383,0.062339705465752335,0.11655689662706373,0.025203288609832772,0.01562132072451575,0.013243438543681393,,,,,,
CESM2_r8i1p1f1,0.03427114655677991,0.04259796760016672,0.0715416248515741,0.07073834322418034,0.03295490329576159,0.042548251000256256,,,,,,
CMCC-CM2-SR5_r1i1p1f1,0.030655797797369055,0.04068118391144733,0.1389582591346284,-0.004999766415019784,0.053405554296265846,0.044186611959483264,-0.11405753852277936,-0.1132536655136754,0.026340876238828352,-0.05821331879964083,0.013628027993465595,0.010254695389453799
ACCESS-ESM1-5_r10i1p1f1,0.05479286246203391,0.0593340803729519,0.03803340357353101,0.06642625539766531,0.04209199423390955,0.02839680386357104,,,,,,
UKESM1-0-LL_r3i1p1f2,0.03915949059595034,0.04209315015232317,0.10323405612666059,0.044422512715104875,0.019279425386764172,0.03560669500454251,-0.041047390098288006,-0.010658959148603363,-0.0777213710789491,-0.03666978332555739,-0.02698865618161187,-0.03354053883971043
GISS-E2-1-G_r1i1p1f2,0.04434769839576312,0.03684433977375765,0.06802500076073734,0.05551501008844919,0.0655163391896369,0.04825985624791807,,,,,,
CESM2-FV2_r1i1p1f1,0.05570289005754211,0.050308992616167864,0.04853562735184551,0.03872723738465591,0.08319789803840258,0.07689199341736193,,,,,,
CanESM5_r8i1p1f1,0.0655009766441467,0.05962760500715092,0.07266022562486271,0.02276362544987473,0.03125751773715721,0.03032120926884854,0.02440147696193774,0.01786938469549034,0.06334322242204653,0.050417600648162975,0.03546315941898556,0.03503817190880566
MIROC-ES2L_r2i1p1f2,0.07188289256387943,0.09474110832342796,0.03072394617474719,0.0385884741604549,0.026206991311844983,0.018863072404164134,-0.08348690438024298,-0.065034623332512,-0.0018798153240032105,-0.026291990170900816,0.008733748342282719,0.021174076002188208
BCC-ESM1_r2i1p1f1,0.04001918839668945,0.04000609307334408,0.049532810468839485,0.050789621301389774,0.04786589013153275,0.04884286001766298,,,,,,
CNRM-CM6-1_r8i1p1f2,0.05151465019098307,0.054593962963421866,0.03361709276481504,0.04649875965337262,0.053567952322542224,0.048278120583864555,,,,,,
CanESM5_r4i1p1f1,0.04997420697688916,0.044237681636774134,0.021175838210407617,0.0961923082802945,0.08212911825055393,0.044648456356473444,0.01991555939628167,0.01840496589678435,0.11394634241311459,0.0323580080101797,0.005265934941564963,0.016901249141136825
CanESM5_r4i1p2f1,0.048405129480280376,0.04223228390074643,0.07947557300494168,0.034771757929870604,0.03213990364643064,0.03098864010093674,0.13829673015782348,0.13853875655490613,0.22032668589418664,0.08541087590340771,0.0332470910870518,0.02140501317062944
UKESM1-0-LL_r12i1p1f2,0.05414175833013393,0.044034381247533554,0.03750291304976715,0.05136851004035124,0.04881059715312707,0.024871845018680495,,,,,,
ACCESS-ESM1-5_r40i1p1f1,0.06641520037456122,0.07246748791426535,-0.003464609703861509,0.038275420276278775,0.05876601718510209,0.04750131365413877,,,,,,
ACCESS-ESM1-5_r23i1p1f1,0.011024268340109259,0.0007201581228631559,0.07641300286147548,0.06539120751900959,0.05910042977314712,0.051337060341050594,,,,,,
IPSL-CM6A-LR-INCA_r1i1p1f1,0.01976174384862323,0.01982297285272974,0.04934972832026231,0.06388126061854002,0.028275432265096587,0.054945479522326784,,,,,,
MPI-ESM1-2-HR_r1i1p1f1,0.06218963458371326,0.047838574478748896,0.07518805161044419,0.03828952777437153,0.0024893143210641512,0.009649417583927716,0.08416802618413828,0.09727648742920364,0.09373895951375352,0.08690191786348969,0.040631155115068526,0.04096936743260534
BCC-CSM2-MR_r3i1p1f1,0.031315286407457496,0.030284435124403427,0.08334306494975961,0.03584490566121274,0.024516273936097736,0.026712281274801,,,,,,
IPSL-CM6A-LR_r2i1p1f1,0.04018637385661154,0.03360557531707958,0.05529351568607753,0.03501304667019534,0.03356983365077473,0.03235968488311869,0.000717068269865755,0.011036688891349091,-0.07640833850005449,-0.02003232169749617,-0.015439083111473661,-0.04096568090735849
BCC-CSM2-MR_r2i1p1f1,0.06150858627160642,0.062240400084398816,0.061732146559840585,0.00042919008168681706,0.013412742660982982,0.024642208166513597,,,,,,
EC-Earth3_r1i1p1f1,0.017588307871896802,0.0130494996722539,0.12423035006862168,-0.0020523166495203097,0.04576961910396988,0.024083101090737545,0.015860652791147893,0.018244079167772317,0.12572880656649396,-0.04336307680224175,-0.018472456870096465,0.022723178684563878
UKESM1-0-LL_r4i1p1f2,0.0357976176325992,0.022311411307693017,0.08898083876695849,0.034486604228214215,0.016004792743606014,0.023506684231012664,0.01989903421649061,0.021467424539843964,0.006276296821039933,-0.03834383134424037,-0.027594790347961615,-0.02597945698244124
IPSL-CM6A-LR_r3i1p1f1,0.03891182828157063,0.04637965188969222,0.046239795280549625,0.04989247381097906,0.028063318377816122,-0.00022658917464640196,-0.09939996823851026,-0.104227203691825,-0.035218622684982,-0.0671613550649691,-0.029681419237410894,-0.0032533699209331
HadGEM3-GC31-LL_r3i1p1f3,0.03192825024455974,0.02759985630052401,0.03298214362304758,0.040593588122580265,0.037895750490886726,0.0351981290393655,-0.05206637083423529,-0.051512054498732696,-0.10732003430952718,-0.02796094688498693,-0.02015795848965888,0.003074210889504647
BCC-ESM1_r3i1p1f1,0.0302627698563444,0.0246518799881265,0.07072900037265765,0.0260257283138837,0.03118595118257088,0.022466608120582324,,,,,,
UKESM1-0-LL_r2i1p1f2,0.044879647409639595,0.047230645915665205,0.11669334457285126,0.014893790675113526,0.005391179077288017,-0.03378586905656607,-0.06913580200230642,-0.06585889870752946,-0.03521974718463751,-0.057317496825663346,-0.06853533696707947,-0.00980298220352046
ACCESS-ESM1-5_r32i1p1f1,0.035005873374000754,0.031206537048526942,0.0021215771582423952,0.06086030140915245,0.028953528696576348,0.036721337950798384,,,,,,
ACCESS-ESM1-5_r34i1p1f1,0.06083091978504201,0.05981449228424161,0.028169145174509948,0.029439738245357193,0.0076280362144622174,0.003558904910702826,,,,,,
ACCESS-ESM1-5_r17i1p1f1,0.01586213874068088,0.008960926178702056,0.05496444166033731,0.02620240203823968,0.027457859627126144,0.053010440288923925,,,,,,
ACCESS-ESM1-5_r36i1p1f1,0.028672670469647013,0.03269313646796504,0.0187744692999855,0.06796839610112215,0.024297383546581106,0.011751727914095756,,,,,,
MIROC-ES2L_r1i1p1f2,-0.025989300899407774,-0.025412359671121206,0.11942758073515126,0.01586858440503612,0.06892566589319499,0.07228202699597291,-0.07302025973422721,-0.08555157097701395,-0.023526739776481374,-0.00437109362239106,0.02255764926819014,0.0012187610734910898
CanESM5_r9i1p2f1,0.046308031991784036,0.03795115804418837,0.006710382782387359,0.011429820068299975,0.05092278554780376,0.03352873177085867,-0.026243633063821183,-0.02513811056281902,-0.018542413199751133,0.013033231628663173,-0.0021690274808287115,-0.013417970652359314
INM-CM5-0_r1i1p1f1,0.0459277671592241,0.040774992681235744,0.009440679268724862,0.03698967518665954,0.03087736388061008,0.014009121376610792,-0.03696473369234991,-0.042748774309992424,-0.02990204167114947,-0.05552176250466506,-0.035330925274223546,-0.02595615831327546
MPI-ESM-1-2-HAM_r1i1p1f1,0.027862703308732188,0.03594251925514119,0.04658694167726735,0.02879892006869462,0.025812643472556632,0.0065237903377262174,,,,,,
ACCESS-ESM1-5_r31i1p1f1,0.02238104700445243,0.03326894810424339,0.09699935380489114,0.006443720753171421,0.0019394505997560184,0.009684989399174723,,,,,,
IPSL-CM6A-LR_r9i1p1f1,0.036374528639796684,0.05241680628955741,0.021478430783770756,0.008063140524856847,0.02349903879085369,0.026468435784134034,,,,,,
ACCESS-ESM1-5_r11i1p1f1,0.02422271069783036,0.019039408665720518,0.021226687415768185,0.03164743847750359,0.04848325063992257,0.010135798501391112,,,,,,
ACCESS-ESM1-5_r8i1p1f1,0.023155332610252603,0.023106467405109608,-0.0016359631495848836,0.0280728530585189,0.049198425905113995,0.025107826514646728,,,,,,
ACCESS-ESM1-5_r14i1p1f1,0.008532172689475875,0.012403984364331874,0.07726772605548247,-0.003875303813604225,0.00861879941280353,0.037078703376912096,,,,,,
ACCESS-ESM1-5_r13i1p1f1,0.046520774088569514,0.04925087465527156,0.010080796505510319,0.032335279911853046,0.00750355014905618,-0.00942429074423795,,,,,,
ACCESS-ESM1-5_r22i1p1f1,0.043659621272258295,0.0418601539828,-0.0029849975699440963,0.01783011272472967,0.01238768577512907,0.022760626827018505,,,,,,
ACCESS-ESM1-5_r3i1p1f1,0.040153569852400775,0.03559470893917243,-0.008738925218766073,0.02478809966566772,0.007199783807685378,0.03587810046186809,0.05895362307739329,0.059910585929124974,0.011658592121448149,0.03976927626239438,0.0017273574902208699,-0.018644101125987873
MRI-ESM2-0_r3i1p1f1,0.0038200993247118303,-0.0036014927877107638,0.013497596570813593,0.03009228365996623,0.045409963960869174,0.03794021598109068,,,,,,
UKESM1-0-LL_r17i1p1f2,0.011391581105090741,0.0032184390178818688,0.049545323636065494,0.041316367850990625,0.010397337062515827,0.010052329918741717,,,,,,
UKESM1-0-LL_r8i1p1f2,0.016654960804601406,0.015029692161603677,0.05262364491867323,0.013147613192265045,0.004456591235579997,0.019116316671561787,0.04149388594918617,0.025658967657132433,0.08630040527310123,0.08256423440802164,0.020566723014825365,0.012395861265127709
IPSL-CM5A2-INCA_r1i1p1f1,0.020798304971823858,0.022746937309117816,0.03213583875872256,0.014041711107387986,-0.02227177257297674,0.047841908334699555,,,,,,
CanESM5_r3i1p1f1,0.006945850605375111,0.0015662550822763764,0.028691927729375986,0.0017362379320855262,0.032392150394201735,0.03668239289756598,-0.0012113098634731144,-0.014565732817155992,0.01881702426908354,0.015775707345753176,0.025709639201117306,0.02536806364928413
UKESM1-0-LL_r6i1p1f3,0.0119303771755582,0.01396931108046132,0.02458088468640477,0.025541497085613735,0.020182682582102495,0.010812844638572261,,,,,,
ACCESS-ESM1-5_r15i1p1f1,0.0051321813885979945,0.01744156379900644,0.06511330015896204,-0.01049740259745748,0.012200935235104429,0.014674719400759307,,,,,,
CanESM5_r9i1p1f1,0.03026546263496597,0.0402087741543457,-0.01739283387395525,0.007375359047690148,0.01706558422002488,0.025773292440232045,0.001891060064988549,-0.0035577904046566926,0.04108523137268766,0.018596432101587075,0.014422770832514833,0.00770708585957842
UKESM1-0-LL_r5i1p1f3,0.010417542019597976,0.007751235893610295,0.053321202272115405,-0.007386941721216348,0.027474594059611456,0.011251294987371709,,,,,,
ACCESS-ESM1-5_r24i1p1f1,0.011593544443021558,-0.0009852246271479764,0.06871326986294175,0.011705729408686631,-0.003747819110458785,0.00990385210791653,,,,,,
CNRM-CM6-1_r9i1p1f2,0.01324586991912101,0.008954189655238922,0.008579846694615867,0.03771011823968069,-0.005498149866545238,0.029802496378166385,,,,,,
UKESM1-0-LL_r15i1p1f2,0.02354844024675996,0.021441776359382964,-0.005576765342030251,0.026629112168215105,0.022065886907761012,-0.004465134054953033,0.1394862217216169,0.1321896349304748,0.05247564263215334,0.0941349336300046,0.024463333510906363,0.005064327613179485
CNRM-ESM2-1_r1i1p1f2,0.019470238209168964,0.010724701483967229,0.008542440669085617,0.02240408745529192,0.019751590573336645,0.0005372807765038958,,,,,,
ACCESS-ESM1-5_r1i1p1f1,0.015940206599743066,0.002198611878123141,0.0024646741450593305,0.0067854051942389,0.019173511136353558,0.033791968997531716,,,,,,
CESM2_r9i1p1f1,0.008730186597778971,0.01685631327951461,0.01065146533790795,0.0026912272129263116,0.023382815244321006,0.016856660135878807,,,,,,
IPSL-CM6A-LR_r8i1p1f1,-0.008811800069651834,-0.009102436163020448,0.04877154383040382,-0.006638248698714257,0.02348830998094087,0.02885805842375886,,,,,,
CanESM5_r1i1p1f1,0.01354886189950906,0.008479269594997556,0.04171110635638552,0.004599544867136862,0.005623323986792025,0.002551299734772405,-0.1000331457335972,-0.09827571542890003,-0.12042976442591351,-0.08402979490531752,-0.04017210213566529,-0.026423455456568063
IPSL-CM6A-LR_r6i1p1f1,-1.1044019823777004e-05,0.007475310918383214,-0.026851000459920237,0.02207761504649877,0.023916972225595,0.040270984017487584,,,,,,
CNRM-CM6-1_r4i1p1f2,0.026676176649198954,0.02369394401866963,0.017659263578045366,-0.004620306210537853,-0.0006871019336062118,0.0022090910310525705,-0.04868088182524696,-0.04347490204516975,-0.04974494341117058,-0.03702314660673498,-0.009725797432635816,-0.014939880450428248
CNRM-ESM2-1_r5i1p1f2,0.03799507157378569,0.03067893821913749,0.02597509902865894,0.008128968572139501,-0.012831228222304272,-0.026967722633481447,0.07736341176999026,0.07888395883534631,0.0834747391142661,0.02912771554977569,0.020685107816477012,0.02613714382533306
GISS-E2-1-G_r1i1p1f1,0.01352234802483908,-0.006265246977942339,0.02213666639951545,-0.0016797783617261467,0.01913379392674302,0.01363672152787265,,,,,,
CNRM-ESM2-1_r4i1p1f2,-0.005370956500763962,-0.007545755348350661,0.06318530498996687,0.0013495631691181965,0.006116046508658468,-0.005658669246322255,-0.12360822192892658,-0.12461234679333028,-0.08222895769321682,-0.12810931819865148,-0.0417087862625014,-0.06693507327498412
HadGEM3-GC31-MM_r4i1p1f3,0.039815648035700285,0.03538652938787491,-0.04246682677562417,0.013735249589162953,0.005531357459111995,-0.009981088294300035,0.024770788265894243,0.027855198923678038,-0.012600650789436906,0.07543104727714688,0.06336755472134938,0.02225123400752938
ACCESS-ESM1-5_r7i1p1f1,-0.02682436341345204,-0.028112343844431745,0.023798771893705238,-0.006512379006549613,0.03577093851401871,0.03673486070986024,,,,,,
CNRM-CM6-1_r10i1p1f2,-0.0384593455950344,-0.044477753793756354,0.03799175539848161,0.0282246299294238,0.014991192893549117,0.035313841382149304,,,,,,
ACCESS-ESM1-5_r9i1p1f1,0.00864566903493124,0.020125610337934783,-0.0038995439310237977,-0.01963989241615604,0.010131932462877606,0.017155437327565633,,,,,,
CanESM5_r10i1p1f1,0.00445105385021878,-0.004543527858243761,0.013301041006870221,0.011642459890682806,0.008826241590205283,-0.006309352641326,-0.009319427876207476,-0.00961694312967056,0.02740280596880128,0.0008443317247431208,0.010822430405786737,-0.011227712667428395
CanESM5_r5i1p2f1,-0.014544678083396679,-0.023662686709501005,0.05474517808335171,-0.0071363257791145825,0.015467476935488035,-0.00029065828966766643,0.06358460949387525,0.051369260751410045,0.056527127192466727,0.059948954220384945,0.04892389220438482,0.03275162729526926
NESM3_r1i1p1f1,-0.019292541293432722,-0.021596703000153542,-0.017708601951539758,0.02267930568564127,0.02665949439860194,0.03106701180241516,inf,inf,inf,inf,inf,inf
NorESM2-MM_r1i1p1f1,-0.005466236177845229,-0.009022943746636503,0.012219251328825072,0.026083612501652746,-0.017558843808199377,0.015245000339980419,-0.021520793709630105,-0.01485936578180895,0.12055536261454763,-0.06760293522905977,0.04183530334849489,-0.030647540588301447
ACCESS-ESM1-5_r12i1p1f1,-0.0014156789174096756,-0.009271796032315404,0.017184852602777655,0.004522019360195898,0.023709702320637405,-0.014332329317297842,,,,,,
UKESM1-0-LL_r19i1p1f2,0.0043779764788934895,0.00571498012203203,-0.03326290534375162,0.012470154811950596,0.008751601450028776,0.008499649165850871,,,,,,
ACCESS-ESM1-5_r38i1p1f1,-0.03331588032449025,-0.04432939760038064,0.03528915330141376,0.015252349141202468,0.0025094807367764815,0.027687013021362557,,,,,,
CESM2_r1i1p1f1,0.0015844189309079631,-0.004346237882864571,-0.004128017383488788,-0.0021336607881171834,-0.0019557566579062142,0.011886456379789394,,,,,,
CNRM-ESM2-1_r2i1p1f2,-0.01510235454766522,-0.023071368456216185,-0.013401179985607104,-0.000658465485472728,0.02111114104358042,0.016390433899361817,,,,,,
CESM2-WACCM_r2i1p1f1,-0.03382196687679364,-0.033336659468102325,0.0036640962826494134,-0.009059909413711766,0.010017068312130317,0.04692965222785482,0.008943554297186908,0.027255870248012817,-0.07068976722311798,0.013898345135701876,-0.047029071496965495,-0.022342452492224617
BCC-ESM1_r1i1p1f1,-0.0015483957533760908,-0.008301841224681637,0.007077431413255579,-0.0017627878144463106,-0.006106374915226319,-0.00973540252222547,,,,,,
FGOALS-g3_r1i1p1f1,-0.0035382854284362014,-0.012360633025033489,0.017010959589813742,-0.03288883805602202,0.009175540339188378,0.001626892971986867,0.03932918337408192,0.04510675601105996,0.007891182998505752,0.007798716508070938,0.00033599056522016054,0.004847916688581663
CanESM5_r7i1p1f1,0.004732360559012299,0.009345441347998047,-0.02656527091852443,-0.013627022585375204,0.013284684568745809,-0.008331367527523722,-0.02550218587577193,-0.03692110954157186,0.030032388906653003,-0.009907108288118138,-0.02479979181868416,-0.014559320140093712
AWI-ESM-1-1-LR_r1i1p1f1,0.015520769448727623,-0.005487546750420973,-0.010955681681245477,-0.011488019264971354,0.0034420027762553317,-0.014234643566583645,,,,,,
SAM0-UNICON_r1i1p1f1,-0.035405837673517064,-0.027824630677138654,0.03471388480185679,-0.003283096758495723,-0.0023960118438745128,0.004462172223807082,,,,,,
CNRM-CM6-1_r3i1p1f2,-0.006291945357824406,-0.002099189586935534,-0.034787952382459776,-0.011964633743276479,0.016658402079931203,0.005180918791543782,0.018108344804404958,0.014795825098373868,0.028902763689293627,0.016533324922123477,0.021517983351413923,-0.007849964862869237
UKESM1-0-LL_r11i1p1f2,-0.0034489903799299845,-0.0036997130593768436,-0.006523718200868014,-0.022588817389010897,-0.005129614575586537,0.0007297031684419741,,,,,,
HadGEM3-GC31-LL_r2i1p1f3,-0.039308779086593304,-0.02985509724855178,0.029158874726916383,-0.0041162130083337006,0.005482406249614342,-0.002432498087376812,-0.09131800364319678,-0.08270377060929847,-0.12296426077739202,-0.0823089168632015,-0.08887602901422861,-0.02140270171851651
CNRM-CM6-1_r5i1p1f2,-0.021067098202348835,-0.02563037976943934,-0.012145136769301344,-0.023688891991620237,0.0010773725874896373,0.01975617762356675,-0.06758909676331419,-0.0701803021121252,-0.05981717271585884,-0.042281300611761184,-0.000451245785654429,0.014165258470083488
